157aea
45.98913054300101
45.58679952800048
43.485470622999856
45.11258647199975
44.069069519999175
44.556143735999285
41.0226731799994
44.85299568600021
43.05817655099963
43.691406786998414
45.174619761999566
43.05866277699897
44.774710085999686
42.90622584199809
46.50701074199969
40.0526738769986
43.41726306900091
45.796028877000936
42.52733122100108
45.786514078001346
41.23860868100019
46.29981777099965
42.20835400700162
44.85011840199877
45.651834528998734
43.04626446399925
43.842246850002994
45.492163910003
45.43704926999999
43.635453034999955
